Employee_ID,Age,Gender,Marital_Status,Education_Field,Department,Job_Role,Job_Level,Annual_Salary,Monthly_Income,Years_At_Company,Years_Since_Last_Promotion,Training_Hours_Last_Year,Overtime,Job_Satisfaction,Environment_Satisfaction,Work_Life_Balance,Performance_Rating,Percent_Salary_Hike,Attrition
EMP1082,36,Non-binary,Single,Computer Science,Technology,Department Director,5,198864,16572.0,6,2,59,No,2,4,2,2,11,No
EMP1083,35,Male,Single,Human Resources,Marketing,Brand Manager,3,125570,10464.17,4,4,16,No,5,3,3,3,18,No
EMP1084,37,Male,Divorced,Human Resources,Human Resources,HR Specialist,2,80711,6725.92,2,0,13,No,3,5,1,1,9,No
EMP1085,57,Female,Single,Human Resources,Finance,Finance Director,5,206293,17191.08,8,0,59,No,2,3,3,3,15,No
EMP1086,58,Male,Married,Human Resources,Human Resources,HR Specialist,2,80865,6738.75,15,7,34,No,4,3,1,2,12,No
EMP1087,26,Male,Single,Finance,Human Resources,HR Manager,3,120635,10052.92,1,1,16,No,3,4,4,3,18,No
EMP1088,31,Female,Single,Marketing,Human Resources,HR Associate,1,49046,4087.17,9,0,51,No,3,4,3,1,9,No
EMP1089,48,Non-binary,Married,Life Sciences,Technology,Senior Engineer,4,122644,10220.33,2,1,35,No,4,4,1,3,16,No
EMP1090,51,Male,Divorced,Human Resources,Marketing,Marketing Director,5,171186,14265.5,18,2,15,Yes,4,4,3,2,11,No
EMP1091,33,Female,Divorced,Life Sciences,Finance,Finance Manager,4,132224,11018.67,1,1,39,No,2,4,2,4,19,Yes
EMP1092,32,Female,Divorced,Human Resources,Technology,Senior Engineer,3,126026,10502.17,1,0,14,Yes,2,4,2,3,16,Yes
EMP1093,29,Non-binary,Married,Life Sciences,Marketing,Brand Manager,3,126084,10507.0,1,1,46,No,4,3,4,2,14,No
EMP1094,25,Male,Single,Finance,Marketing,Marketing Specialist,2,77302,6441.83,4,1,42,No,3,2,3,2,12,No
EMP1095,28,Non-binary,Single,Life Sciences,Finance,Senior Analyst,3,106641,8886.75,3,2,44,Yes,2,5,1,2,10,Yes
EMP1096,39,Non-binary,Single,Other,Sales,Sales Representative,1,56793,4732.75,18,3,54,Yes,2,4,1,2,10,Yes
EMP1097,31,Female,Single,Life Sciences,Finance,Finance Director,5,198538,16544.83,2,2,16,Yes,4,1,4,2,12,No
EMP1098,48,Male,Married,Life Sciences,Technology,Software Engineer,1,108985,9082.08,7,7,39,Yes,3,4,3,3,14,No
EMP1099,27,Male,Divorced,Other,Technology,Department Director,5,199564,16630.33,3,0,20,No,5,3,5,1,6,No
EMP1100,56,Male,Single,Human Resources,Finance,Finance Director,5,185630,15469.17,4,4,15,No,2,2,3,2,12,No
EMP1101,45,Male,Married,Finance,Technology,Department Director,5,195326,16277.17,12,2,15,No,2,3,1,2,12,Yes
EMP1102,49,Male,Single,Other,Human Resources,HR Specialist,3,86597,7216.42,13,5,10,No,4,2,2,3,17,Yes
EMP1103,29,Female,Married,Life Sciences,Human Resources,HR Specialist,3,89805,7483.75,2,2,31,No,3,3,4,2,14,No
EMP1104,24,Non-binary,Divorced,Finance,Marketing,Marketing Coordinator,2,58355,4862.92,1,0,56,Yes,3,2,2,2,11,No
EMP1105,37,Female,Divorced,Marketing,Finance,Senior Analyst,4,98775,8231.25,11,8,25,Yes,2,3,3,2,10,No
EMP1106,45,Non-binary,Divorced,Finance,Finance,Financial Analyst,1,88552,7379.33,8,5,39,No,3,4,4,2,13,No
EMP1107,39,Non-binary,Divorced,Marketing,Sales,Account Manager,4,118612,9884.33,11,7,27,Yes,4,4,2,2,11,No
EMP1108,30,Female,Single,Marketing,Human Resources,HR Manager,3,95519,7959.92,9,5,49,No,3,2,3,3,18,Yes
EMP1109,45,Non-binary,Married,Finance,Human Resources,HR Director,5,161909,13492.42,3,1,10,No,5,2,3,3,14,No
EMP1110,46,Female,Married,Computer Science,Human Resources,HR Specialist,2,73158,6096.5,13,1,29,No,4,3,4,2,13,No
EMP1111,51,Female,Single,Other,Technology,Software Engineer,1,77994,6499.5,15,8,32,No,2,2,3,2,10,No
EMP1112,57,Male,Married,Life Sciences,Sales,Account Manager,4,108308,9025.67,5,3,42,No,2,4,2,3,14,Yes
EMP1113,32,Non-binary,Divorced,Computer Science,Marketing,Marketing Director,5,202208,16850.67,5,5,19,Yes,2,3,2,2,11,Yes
EMP1114,39,Female,Divorced,Computer Science,Human Resources,HR Specialist,3,85596,7133.0,2,0,33,No,3,5,1,4,25,No
EMP1115,33,Non-binary,Single,Computer Science,Human Resources,HR Specialist,2,89711,7475.92,3,0,37,Yes,3,5,4,4,24,No
EMP1116,27,Male,Single,Computer Science,Sales,Sales Representative,1,65395,5449.58,2,1,55,Yes,3,2,3,2,13,No
EMP1117,44,Female,Divorced,Marketing,Marketing,Brand Manager,4,103972,8664.33,7,2,20,Yes,3,4,2,3,18,No
EMP1118,22,Male,Married,Finance,Sales,Account Manager,3,104852,8737.67,1,1,15,No,2,3,2,1,8,Yes
EMP1119,53,Female,Divorced,Life Sciences,Sales,Sales Director,5,162528,13544.0,3,0,41,Yes,2,3,3,2,14,No
EMP1120,33,Non-binary,Single,Finance,Finance,Finance Manager,4,136926,11410.5,12,6,40,Yes,2,3,1,4,20,Yes
EMP1121,54,Female,Divorced,Computer Science,Marketing,Brand Manager,3,100090,8340.83,11,8,52,No,3,4,4,3,15,Yes
EMP1122,47,Female,Married,Life Sciences,Marketing,Brand Manager,3,93231,7769.25,12,3,50,No,2,4,1,3,18,Yes
EMP1123,53,Male,Single,Life Sciences,Technology,Department Director,5,223843,18653.58,10,3,45,No,4,4,3,1,5,No
EMP1124,46,Female,Married,Other,Technology,QA Analyst,2,76756,6396.33,12,3,46,No,2,3,1,3,17,Yes
EMP1125,58,Female,Single,Other,Technology,Tech Lead,4,167541,13961.75,2,0,46,No,4,3,3,2,10,No
EMP1126,46,Non-binary,Single,Human Resources,Human Resources,HR Director,5,185856,15488.0,15,5,21,Yes,4,4,1,4,18,Yes
EMP1127,53,Female,Single,Other,Technology,Senior Engineer,3,128224,10685.33,18,3,58,No,5,4,3,2,13,No
EMP1128,58,Non-binary,Married,Life Sciences,Technology,Senior Engineer,3,146711,12225.92,7,1,48,No,2,3,3,3,17,No
EMP1129,58,Non-binary,Divorced,Human Resources,Finance,Finance Director,5,198095,16507.92,7,3,50,No,5,4,3,2,10,No
EMP1130,46,Male,Married,Life Sciences,Technology,QA Analyst,1,80743,6728.58,18,5,21,Yes,2,2,3,1,7,No
EMP1131,46,Male,Married,Human Resources,Finance,Finance Manager,4,123272,10272.67,0,0,18,No,3,3,3,3,17,No
EMP1132,41,Non-binary,Married,Human Resources,Finance,Finance Manager,5,125834,10486.17,13,3,34,No,3,5,3,2,10,No
EMP1133,44,Male,Divorced,Life Sciences,Finance,Senior Analyst,3,120304,10025.33,8,6,49,Yes,2,1,3,2,14,No
EMP1134,36,Male,Single,Computer Science,Human Resources,HR Director,5,197121,16426.75,0,0,21,No,2,3,3,3,17,Yes
EMP1135,42,Non-binary,Married,Human Resources,Marketing,Brand Manager,3,112851,9404.25,9,6,52,No,3,3,3,4,22,No
EMP1136,41,Non-binary,Married,Computer Science,Human Resources,HR Associate,1,56014,4667.83,19,3,55,No,3,4,3,2,12,No
EMP1137,38,Female,Divorced,Other,Marketing,Marketing Specialist,2,66564,5547.0,10,8,36,Yes,3,4,1,3,18,Yes
EMP1138,28,Female,Single,Computer Science,Technology,QA Analyst,1,57005,4750.42,2,0,40,No,3,3,4,2,12,No
EMP1139,48,Male,Married,Finance,Marketing,Marketing Specialist,3,69117,5759.75,1,0,10,Yes,2,3,2,2,14,Yes
EMP1140,23,Female,Divorced,Marketing,Technology,Senior Engineer,4,128371,10697.58,2,1,31,No,4,3,3,2,14,No
EMP1141,52,Female,Divorced,Finance,Technology,QA Analyst,1,57253,4771.08,8,5,45,Yes,3,3,3,2,14,No
EMP1142,25,Female,Married,Life Sciences,Sales,Sales Director,5,170326,14193.83,1,0,25,Yes,2,2,2,1,6,Yes
EMP1143,48,Non-binary,Divorced,Other,Finance,Financial Analyst,1,90934,7577.83,20,5,55,No,2,4,3,2,10,Yes
EMP1144,27,Non-binary,Divorced,Finance,Finance,Finance Manager,4,137268,11439.0,1,0,29,Yes,2,2,2,2,10,Yes
EMP1145,39,Male,Married,Marketing,Sales,Sales Director,5,209257,17438.08,10,2,22,Yes,3,2,4,1,7,No
EMP1146,28,Female,Single,Computer Science,Sales,Sales Representative,1,53311,4442.58,6,3,38,Yes,2,4,2,4,18,Yes
EMP1147,52,Non-binary,Divorced,Marketing,Human Resources,HR Specialist,3,69856,5821.33,5,2,51,No,1,5,2,2,14,Yes
EMP1148,53,Female,Single,Computer Science,Sales,Account Manager,4,98638,8219.83,1,0,44,Yes,1,5,2,4,18,Yes
EMP1149,32,Non-binary,Single,Marketing,Technology,Tech Lead,4,177104,14758.67,4,4,39,No,5,4,3,3,17,No
EMP1150,38,Male,Single,Human Resources,Marketing,Marketing Specialist,3,66639,5553.25,12,5,50,No,3,5,2,3,15,Yes
EMP1151,26,Female,Single,Marketing,Marketing,Marketing Coordinator,2,64167,5347.25,5,2,34,No,3,4,5,3,15,No
EMP1152,53,Female,Divorced,Life Sciences,Finance,Financial Analyst,2,68267,5688.92,4,0,15,No,2,3,3,2,12,No
EMP1153,57,Male,Divorced,Human Resources,Technology,Software Engineer,1,73242,6103.5,15,4,54,Yes,2,3,2,4,22,Yes
EMP1154,42,Non-binary,Single,Finance,Technology,Senior Engineer,3,147258,12271.5,12,4,25,Yes,2,2,2,2,13,Yes
EMP1155,38,Non-binary,Divorced,Finance,Sales,Sales Executive,3,75098,6258.17,17,3,22,No,3,3,5,1,9,No
EMP1156,53,Non-binary,Divorced,Human Resources,Human Resources,HR Associate,1,48681,4056.75,5,0,33,No,3,3,3,3,16,No
EMP1157,50,Male,Married,Human Resources,Sales,Sales Director,5,187992,15666.0,20,3,20,No,3,3,3,2,13,No
EMP1158,32,Female,Married,Human Resources,Sales,Sales Representative,1,58086,4840.5,5,4,15,Yes,2,1,2,2,14,Yes
EMP1159,48,Female,Single,Life Sciences,Marketing,Brand Manager,3,128113,10676.08,12,3,37,Yes,4,4,4,3,16,No
EMP1160,33,Female,Married,Finance,Technology,Tech Lead,4,183709,15309.08,0,0,51,No,3,2,4,2,14,No
EMP1161,24,Female,Married,Human Resources,Marketing,Marketing Specialist,3,70145,5845.42,0,0,51,Yes,3,2,3,2,12,No
EMP1162,29,Non-binary,Married,Human Resources,Sales,Sales Director,5,195614,16301.17,6,4,41,No,3,1,4,2,12,No
EMP1163,56,Female,Married,Marketing,Human Resources,HR Specialist,3,90076,7506.33,0,0,12,No,2,5,5,2,14,No
EMP1164,42,Non-binary,Married,Other,Finance,Finance Director,5,193466,16122.17,12,4,59,No,3,4,2,3,14,No
EMP1165,49,Female,Single,Computer Science,Sales,Sales Executive,2,79191,6599.25,1,1,20,No,3,4,2,3,18,No
EMP1166,58,Non-binary,Single,Computer Science,Finance,Finance Director,5,185054,15421.17,13,4,46,No,1,2,2,2,14,Yes
EMP1167,49,Male,Married,Computer Science,Sales,Sales Representative,1,56397,4699.75,6,5,20,No,2,3,4,1,5,No
EMP1168,33,Male,Single,Human Resources,Sales,Sales Representative,2,63125,5260.42,11,2,36,No,4,4,3,3,14,No
EMP1169,56,Non-binary,Married,Life Sciences,Finance,Finance Director,5,190995,15916.25,7,2,45,No,2,4,2,2,11,Yes
EMP1170,27,Non-binary,Married,Other,Technology,QA Analyst,2,79577,6631.42,6,6,35,Yes,2,3,2,2,10,Yes
EMP1171,32,Female,Single,Other,Marketing,Marketing Specialist,2,82713,6892.75,8,3,32,No,3,4,4,2,12,No
EMP1172,23,Male,Married,Finance,Finance,Financial Analyst,1,78844,6570.33,2,2,33,No,2,4,2,2,12,Yes
EMP1173,30,Male,Divorced,Finance,Finance,Financial Analyst,1,81487,6790.58,1,1,47,No,4,4,3,2,13,No
EMP1174,23,Non-binary,Divorced,Life Sciences,Finance,Finance Director,5,199159,16596.58,2,1,44,No,2,4,3,2,12,No
EMP1175,41,Non-binary,Divorced,Human Resources,Marketing,Marketing Specialist,2,72324,6027.0,19,4,52,No,4,4,4,3,18,No
EMP1176,23,Male,Married,Other,Finance,Senior Analyst,4,122001,10166.75,1,1,14,No,3,3,1,1,9,No
EMP1177,53,Male,Divorced,Marketing,Marketing,Brand Manager,3,94932,7911.0,16,3,48,No,4,2,3,2,13,No
EMP1178,43,Female,Married,Other,Marketing,Marketing Coordinator,2,54599,4549.92,18,8,11,Yes,2,4,1,3,14,Yes
EMP1179,24,Female,Married,Life Sciences,Finance,Financial Analyst,1,74498,6208.17,0,0,11,No,2,3,3,2,11,Yes
EMP1180,58,Non-binary,Single,Other,Technology,Tech Lead,4,185445,15453.75,17,3,49,No,3,4,4,2,12,No
EMP1181,37,Female,Single,Finance,Human Resources,HR Associate,1,54974,4581.17,1,1,56,No,4,2,4,3,16,No
EMP1182,23,Male,Married,Marketing,Technology,QA Analyst,1,73524,6127.0,0,0,38,No,4,4,3,2,10,No
EMP1183,52,Non-binary,Single,Other,Technology,QA Analyst,1,68580,5715.0,20,0,11,Yes,4,3,4,2,12,Yes
EMP1184,30,Non-binary,Divorced,Computer Science,Finance,Finance Director,5,192973,16081.08,5,3,45,No,3,5,2,4,24,Yes
EMP1185,29,Male,Married,Human Resources,Marketing,Marketing Director,5,207163,17263.58,7,2,30,No,4,2,4,2,10,No
EMP1186,35,Non-binary,Divorced,Other,Human Resources,HR Director,5,151926,12660.5,4,3,29,No,3,3,4,2,14,No
EMP1187,49,Male,Single,Computer Science,Sales,Sales Executive,2,107053,8921.08,2,0,28,Yes,2,2,3,2,10,No
EMP1188,47,Female,Divorced,Life Sciences,Technology,Software Engineer,2,100952,8412.67,7,2,50,No,3,3,3,3,15,No
EMP1189,57,Male,Divorced,Other,Human Resources,HR Manager,3,133302,11108.5,9,2,53,No,2,4,2,2,14,Yes
EMP1190,27,Male,Single,Computer Science,Human Resources,HR Associate,1,49545,4128.75,2,1,48,Yes,2,3,2,3,16,No
EMP1191,41,Male,Divorced,Other,Human Resources,HR Associate,2,63114,5259.5,3,2,47,Yes,2,4,2,4,21,Yes
EMP1192,54,Non-binary,Single,Life Sciences,Sales,Sales Representative,1,58804,4900.33,2,0,54,Yes,4,3,3,4,25,No
EMP1193,33,Non-binary,Single,Marketing,Sales,Sales Director,5,195606,16300.5,7,3,10,Yes,3,2,4,2,12,No
EMP1194,35,Male,Divorced,Life Sciences,Finance,Financial Analyst,1,83498,6958.17,13,1,32,No,3,3,4,2,13,No
EMP1195,46,Female,Divorced,Finance,Marketing,Marketing Coordinator,2,52355,4362.92,6,6,35,Yes,2,3,2,2,12,Yes
EMP1196,23,Non-binary,Single,Computer Science,Technology,QA Analyst,1,66150,5512.5,1,0,46,Yes,5,4,4,2,10,No
EMP1197,48,Non-binary,Divorced,Marketing,Human Resources,HR Specialist,2,80775,6731.25,8,8,59,No,4,5,4,3,17,No
EMP1198,50,Female,Divorced,Marketing,Finance,Finance Manager,4,157422,13118.5,11,8,18,No,4,4,1,2,13,No
EMP1199,51,Non-binary,Divorced,Human Resources,Technology,Senior Engineer,3,150418,12534.83,6,5,48,No,3,2,1,2,14,No
EMP1200,38,Male,Single,Marketing,Sales,Sales Director,5,192528,16044.0,5,4,35,No,2,2,2,1,9,No
